file,true_label,score,class
bdd100k_0049e5b8-afda7206.png,0,0.01990295946598053,real
bdd100k_00d0f034-6d666f7b.png,0,0.16006934642791748,real
bdd100k_00e9be89-00000160.png,0,0.982359766960144,real
bdd100k_00e9be89-00001640.png,0,0.3687313199043274,real
bdd100k_019d0e2f-26b8c896.png,0,0.33235445618629456,real
bdd100k_04488604-2d268bc2.png,0,0.00640002079308033,real
bdd100k_0499c620-1c4a837b.png,0,0.0758056640625,real
bdd100k_052d8d40-89ac0197.png,0,0.20212511718273163,real
bdd100k_05e4d922-d9d40f7b.png,0,0.11233581602573395,real
bdd100k_06a8f8ee-334adbd2_train_color.png,0,0.9984171390533447,real
bdd100k_0738f42e-734821e2.png,0,0.9990307092666626,real
bdd100k_07707e5b-6952cdb1_train_id.png,0,0.9755254983901978,real
bdd100k_07764b8b-6db4a0f4.png,0,0.36938098073005676,real
bdd100k_088e1da1-4db9234b.png,0,0.2952927350997925,real
bdd100k_092b387a-67a64a9b_train_color.png,0,0.5898131728172302,real
bdd100k_092b55ac-e2622217.png,0,0.031370993703603745,real
bdd100k_0aa458f0-e93896a2.png,0,0.2252959907054901,real
bdd100k_0b2867ef-da37e1d5.png,0,0.05833273008465767,real
bdd100k_0b6f7a4e-b66b27aa.png,0,0.20756544172763824,real
bdd100k_0b796e55-0d102bd0_train_id.png,0,0.9706637263298035,real
bdd100k_0cc71303-887ac35f.png,0,0.0053410897962749004,real
bdd100k_0d03369b-084a5107.png,0,0.9627853035926819,real
bdd100k_0d76ff16-38ba1d70.png,0,0.5303972363471985,real
bdd100k_0d9ca9fa-0b4a0ddf.png,0,0.07473831623792648,real
bdd100k_0da39fcf-5b32d869.png,0,0.047194704413414,real
bdd100k_0ff5ca7b-28016d88.png,0,0.9884710311889648,real
bdd100k_10af6ba8-b3c25efe.png,0,0.022277096286416054,real
bdd100k_10bd263e-adb5a5d3.png,0,0.3765508234500885,real
bdd100k_11035230-13dbc015.png,0,0.5621218681335449,real
bdd100k_11bfabe9-e7da488f.png,0,0.8183050751686096,real
bdd100k_133a443d-013025ee.png,0,0.1235155239701271,real
bdd100k_143c8b69-66143439.png,0,0.03587283566594124,real
bdd100k_161d0d48-77cafa49.png,0,0.19196295738220215,real
bdd100k_18a439d8-12d3f187_train_id.png,0,0.828564465045929,real
bdd100k_1939078d-3b44186a.png,0,0.9987345337867737,real
bdd100k_1c3c05ee-cbc10be6.png,0,0.2390470653772354,real
bdd100k_1e3909fd-4c05f62e.png,0,0.017817186191678047,real
bdd100k_1ebca830-d04fa3a1.png,0,0.030029579997062683,real
bdd100k_1fbf36a7-a3dcfa33.png,0,0.026036961004137993,real
bdd100k_209a67f9-15be67d1.png,0,0.97704017162323,real
bdd100k_20b07991-0e8a9622.png,0,0.9979647397994995,real
bdd100k_21ce51f8-188e787b.png,0,0.040277451276779175,real
bdd100k_22d14e85-86b3de7b.png,0,0.0424107126891613,real
bdd100k_24e1163c-9c45106f.png,0,0.030203809961676598,real
bdd100k_2817ac1d-2a3a0ce1.png,0,0.12105721980333328,real
bdd100k_2a011796-d2ea0ed0.png,0,0.023119134828448296,real
bdd100k_2a3e1798-40b989cc.png,0,0.30238819122314453,real
bdd100k_2a601183-1ead0a5c.png,0,0.20537064969539642,real
bdd100k_2a98d1b8-503ae8db.png,0,0.05382349714636803,real
bdd100k_2ba7d514-84558d80.png,0,0.10942193120718002,real
bdd100k_308586e7-00000000_train_color.png,0,0.9946914315223694,real
bdd100k_30a1afd5-13c419e7.png,0,0.10026130825281143,real
bdd100k_31626aa1-adb9bd38_train_id.png,0,0.990027129650116,real
bdd100k_31e9e035-14b7a764.png,0,0.3450081944465637,real
bdd100k_31e9ed0f-8b1a0575.png,0,0.0029110403265804052,real
bdd100k_321d272d-1dac2918.png,0,0.04831996187567711,real
bdd100k_3224bf75-6e1e7e2e.png,0,0.0072798156179487705,real
bdd100k_326777e8-fd86c0db.png,0,0.10369536280632019,real
bdd100k_32e448a1-0b989a2d.png,0,0.9974391460418701,real
bdd100k_332e740f-ce947e46.png,0,0.06546073406934738,real
bdd100k_3648dd75-aeff7873.png,0,0.8028965592384338,real
bdd100k_36663e5c-a35dcc14.png,0,0.042958807200193405,real
bdd100k_366bba5a-8c94c778.png,0,0.904424250125885,real
bdd100k_368f0c4a-aa155058.png,0,0.16719409823417664,real
bdd100k_38671001-e24bc5f8.png,0,0.04092102125287056,real
bdd100k_3ac439b9-3c7e8db3.png,0,0.284414142370224,real
bdd100k_3b786969-2135fe59.png,0,0.0015918593853712082,real
bdd100k_3b7cba8a-007ea534.png,0,0.4813244938850403,real
bdd100k_3c9de95f-96b6bc0f.png,0,0.25758111476898193,real
bdd100k_3d9010ff-1866b2a4.png,0,0.06608111411333084,real
bdd100k_3db14e35-eaa35330.png,0,0.9544141888618469,real
bdd100k_411b6009-18eb96b3.png,0,0.20552471280097961,real
bdd100k_414e7b44-67b30265.png,0,0.1293584406375885,real
bdd100k_4170bc88-800e3676.png,0,0.05278950557112694,real
bdd100k_45bdcee5-3f1f2b77_train_id.png,0,0.5972782969474792,real
bdd100k_46549325-a2c6260d.png,0,0.0731850117444992,real
bdd100k_465b4176-967c2a5f.png,0,0.9438809752464294,real
bdd100k_4757d9b4-2557f9ce.png,0,0.9484022855758667,real
bdd100k_475f2744-076ed0b2.png,0,0.0005237629520706832,real
bdd100k_48b6bac1-27de3528.png,0,0.004735373426228762,real
bdd100k_4939aa98-feb43bc3_train_color.png,0,0.7719742655754089,real
bdd100k_4a21c3c9-4a56e4d3.png,0,0.03133571147918701,real
bdd100k_4ace777f-91b40000.png,0,0.7365894913673401,real
bdd100k_4bb769f4-a82d33d6.png,0,0.06680453568696976,real
bdd100k_4c18926c-94ef33f2.png,0,0.015492727048695087,real
bdd100k_4cab6ae5-4c901ffa.png,0,0.18375010788440704,real
bdd100k_4d3a53b9-994af562.png,0,0.2672847807407379,real
bdd100k_4d4fec72-5b51c7bd_train_color.png,0,0.34525975584983826,real
bdd100k_4fe1af7b-9adabb28.png,0,0.01134847104549408,real
bdd100k_543fc7b7-8f45dce4.png,0,0.25409865379333496,real
bdd100k_544c166d-8f7a6f88.png,0,0.09220954775810242,real
