file,item,family,tier,split,variant,score,detected
item_00000_cctv_T1_train_A.png,00000,cctv,T1,train,A,0.0057961866259574,False
item_00001_cctv_T1_train_B.png,00001,cctv,T1,train,B,0.911168098449707,True
item_00002_cctv_T1_train_C.png,00002,cctv,T1,train,C,0.9853662252426147,True
item_00003_cctv_T1_train_A.png,00003,cctv,T1,train,A,0.0003945820208173,False
item_00004_cctv_T1_train_B.png,00004,cctv,T1,train,B,0.7701635360717773,True
item_00005_cctv_T1_train_C.png,00005,cctv,T1,train,C,0.0618212521076202,False
item_00006_cctv_T1_train_A.png,00006,cctv,T1,train,A,0.08188296854496,False
item_00007_cctv_T1_train_B.png,00007,cctv,T1,train,B,0.1740389913320541,False
item_00008_cctv_T1_train_C.png,00008,cctv,T1,train,C,0.9116626977920532,True
item_00009_cctv_T1_train_A.png,00009,cctv,T1,train,A,0.9868582487106324,True
item_00010_cctv_T1_train_B.png,00010,cctv,T1,train,B,0.1149415001273155,False
item_00011_cctv_T1_train_C.png,00011,cctv,T1,train,C,0.996771275997162,True
item_00012_cctv_T1_train_A.png,00012,cctv,T1,train,A,0.7332597374916077,True
item_00013_cctv_T1_train_B.png,00013,cctv,T1,train,B,0.9962596893310548,True
item_00014_cctv_T1_train_C.png,00014,cctv,T1,train,C,0.8050054907798767,True
item_00015_cctv_T1_train_A.png,00015,cctv,T1,train,A,0.0458730645477771,False
item_00016_cctv_T1_train_B.png,00016,cctv,T1,train,B,0.9378582239151,True
item_00017_cctv_T1_train_C.png,00017,cctv,T1,train,C,0.0631611049175262,False
item_00018_cctv_T1_train_A.png,00018,cctv,T1,train,A,0.0503567233681678,False
item_00019_cctv_T1_train_B.png,00019,cctv,T1,train,B,0.9917089343070984,True
item_00020_cctv_T1_train_C.png,00020,cctv,T1,train,C,0.9999892711639404,True
item_00021_cctv_T1_train_A.png,00021,cctv,T1,train,A,0.0030030407942831,False
item_00022_cctv_T1_train_B.png,00022,cctv,T1,train,B,0.003966431133449,False
item_00023_cctv_T1_train_C.png,00023,cctv,T1,train,C,0.9941114783287048,True
item_00024_cctv_T1_train_A.png,00024,cctv,T1,train,A,0.0101467249915003,False
item_00025_cctv_T1_train_B.png,00025,cctv,T1,train,B,0.0158204622566699,False
item_00026_cctv_T1_train_C.png,00026,cctv,T1,train,C,0.9979682564735411,True
item_00027_cctv_T1_train_A.png,00027,cctv,T1,train,A,0.6345245838165283,True
item_00028_cctv_T1_train_B.png,00028,cctv,T1,train,B,0.0183309540152549,False
item_00029_cctv_T1_train_C.png,00029,cctv,T1,train,C,0.9975197911262512,True
item_00030_cctv_T1_train_A.png,00030,cctv,T1,train,A,0.088081881403923,False
item_00031_cctv_T1_train_B.png,00031,cctv,T1,train,B,0.9747581481933594,True
item_00032_cctv_T1_train_C.png,00032,cctv,T1,train,C,0.6958845257759094,True
item_00033_cctv_T1_train_A.png,00033,cctv,T1,train,A,0.9846146702766418,True
item_00034_cctv_T1_train_B.png,00034,cctv,T1,train,B,0.997520387172699,True
item_00035_cctv_T1_train_C.png,00035,cctv,T1,train,C,0.3547153174877167,True
item_00036_cctv_T1_train_A.png,00036,cctv,T1,train,A,0.1968039125204086,False
item_00037_cctv_T1_train_B.png,00037,cctv,T1,train,B,0.0671341568231582,False
item_00038_cctv_T1_train_C.png,00038,cctv,T1,train,C,0.0168542191386222,False
item_00039_cctv_T1_train_A.png,00039,cctv,T1,train,A,0.0022590516600757,False
item_00040_cctv_T1_train_B.png,00040,cctv,T1,train,B,0.004865507595241,False
item_00041_cctv_T1_train_C.png,00041,cctv,T1,train,C,0.988927960395813,True
item_00042_cctv_T1_train_A.png,00042,cctv,T1,train,A,0.0709085389971733,False
item_00043_cctv_T1_train_B.png,00043,cctv,T1,train,B,0.9445480704307556,True
item_00044_cctv_T1_train_C.png,00044,cctv,T1,train,C,0.9996871948242188,True
item_00045_cctv_T1_train_A.png,00045,cctv,T1,train,A,0.0050285020843148,False
item_00046_cctv_T1_train_B.png,00046,cctv,T1,train,B,0.0002648356021381,False
item_00047_cctv_T1_train_C.png,00047,cctv,T1,train,C,0.9926533699035645,True
item_00048_cctv_T1_train_A.png,00048,cctv,T1,train,A,0.0082195261493325,False
item_00049_cctv_T1_train_B.png,00049,cctv,T1,train,B,0.0785819888114929,False
item_00050_cctv_T1_train_C.png,00050,cctv,T1,train,C,0.7728909850120544,True
item_00051_cctv_T1_train_A.png,00051,cctv,T1,train,A,0.984749436378479,True
item_00052_cctv_T1_train_B.png,00052,cctv,T1,train,B,0.9995139837265016,True
item_00053_cctv_T1_train_C.png,00053,cctv,T1,train,C,0.0126063171774148,False
item_00054_cctv_T1_train_A.png,00054,cctv,T1,train,A,0.5932773947715759,True
item_00055_cctv_T1_train_B.png,00055,cctv,T1,train,B,0.9962629675865172,True
item_00056_cctv_T1_train_C.png,00056,cctv,T1,train,C,0.9964144229888916,True
item_00057_cctv_T1_train_A.png,00057,cctv,T1,train,A,0.0295884311199188,False
item_00058_cctv_T1_train_B.png,00058,cctv,T1,train,B,0.084742933511734,False
item_00059_cctv_T1_train_C.png,00059,cctv,T1,train,C,0.2949616909027099,True
item_00060_cctv_T1_train_A.png,00060,cctv,T1,train,A,0.8345622420310974,True
item_00061_cctv_T1_train_B.png,00061,cctv,T1,train,B,0.9972208738327026,True
item_00063_cctv_T1_train_A.png,00063,cctv,T1,train,A,0.0039604716002941,False
item_00064_cctv_T1_train_B.png,00064,cctv,T1,train,B,0.0142866810783743,False
item_00065_cctv_T1_train_C.png,00065,cctv,T1,train,C,0.997651994228363,True
item_00066_cctv_T1_train_A.png,00066,cctv,T1,train,A,0.0096745379269123,False
item_00067_cctv_T1_train_B.png,00067,cctv,T1,train,B,0.0197527017444372,False
item_00068_cctv_T1_train_C.png,00068,cctv,T1,train,C,0.9009568095207214,True
item_00069_cctv_T1_train_A.png,00069,cctv,T1,train,A,0.9914335012435912,True
item_00070_cctv_T1_train_B.png,00070,cctv,T1,train,B,0.0074980868957936,False
item_00071_cctv_T1_train_C.png,00071,cctv,T1,train,C,0.5148264169692993,True
item_00072_cctv_T1_train_A.png,00072,cctv,T1,train,A,0.2766810059547424,False
item_00073_cctv_T1_train_B.png,00073,cctv,T1,train,B,0.9650649428367616,True
item_00074_cctv_T1_train_C.png,00074,cctv,T1,train,C,0.9999475479125975,True
item_00075_cctv_T1_train_A.png,00075,cctv,T1,train,A,0.9996212720870972,True
item_00076_cctv_T1_train_B.png,00076,cctv,T1,train,B,0.9928210377693176,True
item_00077_cctv_T1_train_C.png,00077,cctv,T1,train,C,0.9723982214927672,True
item_00078_cctv_T1_train_A.png,00078,cctv,T1,train,A,0.9200052618980408,True
item_00079_cctv_T1_train_B.png,00079,cctv,T1,train,B,0.9993365406990052,True
item_00080_cctv_T2_train_A.png,00080,cctv,T2,train,A,0.6212816834449768,True
item_00081_cctv_T2_train_B.png,00081,cctv,T2,train,B,0.9997383952140808,True
item_00082_cctv_T2_train_C.png,00082,cctv,T2,train,C,0.9969460368156432,True
item_00083_cctv_T2_hero_Photoshop.png,00083,cctv,T2,hero,Photoshop,0.4734153151512146,True
item_00085_cctv_T2_train_C.png,00085,cctv,T2,train,C,0.0205348022282123,False
item_00087_cctv_T2_train_B.png,00087,cctv,T2,train,B,0.9973849654197692,True
item_00088_cctv_T2_train_C.png,00088,cctv,T2,train,C,0.167208582162857,False
item_00089_cctv_T2_train_A.png,00089,cctv,T2,train,A,0.7990255951881409,True
item_00090_cctv_T2_train_B.png,00090,cctv,T2,train,B,0.2328688353300094,False
item_00094_cctv_T2_train_C.png,00094,cctv,T2,train,C,0.3029344379901886,True
item_00095_cctv_T2_train_A.png,00095,cctv,T2,train,A,0.9947689771652222,True
item_00097_cctv_T2_train_C.png,00097,cctv,T2,train,C,0.0675065219402313,False
item_00099_cctv_T2_train_B.png,00099,cctv,T2,train,B,0.996574878692627,True
item_00100_cctv_T2_train_B.png,00100,cctv,T2,train,B,0.9913685917854308,True
item_00101_cctv_T2_train_C.png,00101,cctv,T2,train,C,0.0185669288039207,False
item_00102_cctv_T2_train_A.png,00102,cctv,T2,train,A,0.021527849137783,False
item_00103_cctv_T2_hero_Photoshop.png,00103,cctv,T2,hero,Photoshop,0.0436094999313354,False
item_00104_cctv_T2_train_C.png,00104,cctv,T2,train,C,0.4903672635555267,True
item_00105_cctv_T2_train_A.png,00105,cctv,T2,train,A,0.3500272333621979,True
item_00106_cctv_T2_train_B.png,00106,cctv,T2,train,B,0.4448395371437073,True
item_00107_cctv_T2_train_C.png,00107,cctv,T2,train,C,0.7594257593154907,True
item_00109_cctv_T2_train_B.png,00109,cctv,T2,train,B,0.8795616626739502,True
item_00111_cctv_T2_train_A.png,00111,cctv,T2,train,A,0.894457221031189,True
item_00112_cctv_T2_train_B.png,00112,cctv,T2,train,B,0.1611828804016113,False
item_00113_cctv_T2_train_C.png,00113,cctv,T2,train,C,0.9701642990112304,True
item_00116_cctv_T2_train_C.png,00116,cctv,T2,train,C,0.2799511551856994,True
item_00117_cctv_T2_train_A.png,00117,cctv,T2,train,A,0.7589520812034607,True
item_00118_cctv_T2_train_B.png,00118,cctv,T2,train,B,0.1476735025644302,False
item_00119_cctv_T2_train_C.png,00119,cctv,T2,train,C,0.0316857323050498,False
item_00120_cctv_T2_train_C.png,00120,cctv,T2,train,C,0.9954167604446412,True
item_00121_cctv_T2_train_A.png,00121,cctv,T2,train,A,0.1728739440441131,False
item_00123_cctv_T2_train_C.png,00123,cctv,T2,train,C,0.0577691234648227,False
item_00124_cctv_T2_train_A.png,00124,cctv,T2,train,A,0.98602956533432,True
item_00125_cctv_T2_train_B.png,00125,cctv,T2,train,B,0.0531312525272369,False
item_00127_cctv_T2_train_A.png,00127,cctv,T2,train,A,0.1364610344171524,False
item_00128_cctv_T2_train_B.png,00128,cctv,T2,train,B,0.003508819732815,False
item_00129_cctv_T2_train_C.png,00129,cctv,T2,train,C,0.114739716053009,False
item_00130_cctv_T2_train_A.png,00130,cctv,T2,train,A,0.6433568000793457,True
item_00131_cctv_T2_train_B.png,00131,cctv,T2,train,B,0.3070086538791656,True
item_00132_cctv_T2_train_C.png,00132,cctv,T2,train,C,0.9215364456176758,True
item_00134_cctv_T2_train_B.png,00134,cctv,T2,train,B,0.9809617400169371,True
item_00136_cctv_T2_train_A.png,00136,cctv,T2,train,A,0.3960092961788177,True
item_00137_cctv_T2_train_B.png,00137,cctv,T2,train,B,0.9995976090431212,True
item_00138_cctv_T2_train_C.png,00138,cctv,T2,train,C,0.9395462274551392,True
item_00140_cctv_T2_train_A.png,00140,cctv,T2,train,A,0.1406437158584594,False
item_00141_cctv_T2_train_B.png,00141,cctv,T2,train,B,0.3456874191761017,True
item_00142_cctv_T2_train_C.png,00142,cctv,T2,train,C,0.5899723768234253,True
item_00144_cctv_T2_train_B.png,00144,cctv,T2,train,B,0.0943191945552825,False
item_00145_cctv_T2_train_C.png,00145,cctv,T2,train,C,0.5627720355987549,True
item_00146_cctv_T2_train_A.png,00146,cctv,T2,train,A,0.887809157371521,True
item_00147_cctv_T2_train_B.png,00147,cctv,T2,train,B,0.1303605586290359,False
item_00148_cctv_T2_train_C.png,00148,cctv,T2,train,C,0.9952661991119384,True
item_00149_cctv_T2_train_A.png,00149,cctv,T2,train,A,0.9994008541107178,True
item_00150_cctv_T2_train_B.png,00150,cctv,T2,train,B,0.9657608270645142,True
item_00151_cctv_T2_train_C.png,00151,cctv,T2,train,C,0.8716199994087219,True
item_00152_cctv_T2_train_A.png,00152,cctv,T2,train,A,0.9552524089813232,True
item_00153_cctv_T2_train_B.png,00153,cctv,T2,train,B,0.8840311765670776,True
item_00155_cctv_T2_train_A.png,00155,cctv,T2,train,A,0.9928544163703918,True
item_00156_cctv_T2_train_B.png,00156,cctv,T2,train,B,0.9918274879455566,True
item_00157_cctv_T2_train_C.png,00157,cctv,T2,train,C,0.0039668646641075,False
item_00158_cctv_T2_train_A.png,00158,cctv,T2,train,A,0.0725036039948463,False
item_00159_cctv_T2_train_B.png,00159,cctv,T2,train,B,0.9984914064407348,True
item_00160_cctv_T1_test_B.png,00160,cctv,T1,test,B,0.047619704157114,False
item_00161_cctv_T1_test_C.png,00161,cctv,T1,test,C,0.6251394152641296,True
item_00162_cctv_T1_test_A.png,00162,cctv,T1,test,A,0.0067051807418465,False
item_00163_cctv_T1_test_B.png,00163,cctv,T1,test,B,0.0724799558520317,False
item_00164_cctv_T1_test_C.png,00164,cctv,T1,test,C,0.981220841407776,True
item_00165_cctv_T1_test_A.png,00165,cctv,T1,test,A,0.3814337253570556,True
item_00166_cctv_T1_test_B.png,00166,cctv,T1,test,B,0.0180547647178173,False
item_00167_cctv_T1_test_C.png,00167,cctv,T1,test,C,0.2527707517147064,False
item_00168_cctv_T1_test_A.png,00168,cctv,T1,test,A,0.0354961901903152,False
item_00169_cctv_T1_test_B.png,00169,cctv,T1,test,B,0.2543911039829254,False
item_00170_cctv_T1_test_C.png,00170,cctv,T1,test,C,0.9998144507408142,True
item_00171_cctv_T1_test_A.png,00171,cctv,T1,test,A,0.0350158587098121,False
item_00172_cctv_T1_test_B.png,00172,cctv,T1,test,B,0.9730628132820128,True
item_00173_cctv_T1_test_C.png,00173,cctv,T1,test,C,0.9987677335739136,True
item_00174_cctv_T1_test_A.png,00174,cctv,T1,test,A,0.0064471554942429,False
item_00175_cctv_T1_test_B.png,00175,cctv,T1,test,B,0.9750156998634338,True
item_00176_cctv_T1_test_C.png,00176,cctv,T1,test,C,0.0209412686526775,False
item_00177_cctv_T1_test_A.png,00177,cctv,T1,test,A,0.0038835173472762,False
item_00178_cctv_T1_test_B.png,00178,cctv,T1,test,B,0.0131013672798872,False
item_00179_cctv_T1_test_C.png,00179,cctv,T1,test,C,0.2034970968961715,False
item_00180_cctv_T1_test_A.png,00180,cctv,T1,test,A,0.008167365565896,False
item_00181_cctv_T1_test_B.png,00181,cctv,T1,test,B,0.1173923835158348,False
item_00182_cctv_T1_test_C.png,00182,cctv,T1,test,C,0.8314266800880432,True
item_00183_cctv_T1_test_A.png,00183,cctv,T1,test,A,0.0056414641439914,False
item_00184_cctv_T1_test_B.png,00184,cctv,T1,test,B,0.0012694551842287,False
item_00186_cctv_T1_test_A.png,00186,cctv,T1,test,A,0.9418526887893676,True
item_00187_cctv_T1_test_B.png,00187,cctv,T1,test,B,0.0025362379383295,False
item_00188_cctv_T1_test_C.png,00188,cctv,T1,test,C,0.9888556599617004,True
item_00189_cctv_T1_test_A.png,00189,cctv,T1,test,A,0.0118733383715152,False
item_00190_cctv_T1_test_B.png,00190,cctv,T1,test,B,0.4334340393543243,True
item_00191_cctv_T1_test_C.png,00191,cctv,T1,test,C,0.4084644317626953,True
item_00192_cctv_T1_test_A.png,00192,cctv,T1,test,A,0.1009939238429069,False
